SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
181771,1,Revolving loans,M,N,Y,0,180000.0,157500.0,7875.0,157500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.00702,-11037,-119,-8914.0,-3708,,1,1,1,1,0,0,,2.0,2,2,MONDAY,12,1,1,0,1,1,0,Business Entity Type 3,,0.7301657376834122,0.3233112448967859,,0.0774,0.9811,0.7416,0.0272,0.0,0.069,0.1667,0.2083,,,0.0826,,,,0.0803,0.9811,0.7517,0.0275,0.0,0.069,0.1667,0.2083,,,0.086,,,,0.0774,0.9811,0.7451,0.0274,0.0,0.069,0.1667,0.2083,,,0.084,,,reg oper account,block of flats,0.0798,"Stone, brick",No,1.0,0.0,1.0,0.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,4.0
182696,0,Revolving loans,F,Y,Y,0,202500.0,247500.0,12375.0,247500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.016612,-18035,-8727,-3251.0,-1588,5.0,1,1,0,1,0,0,Accountants,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Medicine,0.4232465465340071,0.5574069664571539,0.7209441499436497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
183349,0,Revolving loans,F,N,Y,0,94500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.003813,-10351,-985,-381.0,-607,,1,1,0,1,0,0,,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Other,0.6449951731662706,0.4834104800521944,0.6610235391308081,0.0629,0.0441,0.9921,,,0.04,0.0345,0.3333,,0.0296,,0.0619,,0.0035,0.0641,0.0458,0.9921,,,0.0403,0.0345,0.3333,,0.0303,,0.0645,,0.0037,0.0635,0.0441,0.9921,,,0.04,0.0345,0.3333,,0.0301,,0.063,,0.0036,,block of flats,0.0495,"Stone, brick",No,1.0,0.0,1.0,0.0,-418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
183448,0,Revolving loans,F,N,Y,1,112500.0,225000.0,11250.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.031329,-8120,-1198,-1943.0,-82,,1,1,1,1,1,0,Waiters/barmen staff,3.0,2,2,TUESDAY,9,0,0,0,0,1,1,Restaurant,0.3605466352701639,0.5195742944132575,,0.0124,0.0,0.9786,0.7076,0.0013,0.0,0.069,0.0417,0.0833,0.0204,0.0101,0.0118,0.0,0.0,0.0126,0.0,0.9786,0.7190000000000001,0.0014,0.0,0.069,0.0417,0.0833,0.0209,0.011,0.0123,0.0,0.0,0.0125,0.0,0.9786,0.7115,0.0014,0.0,0.069,0.0417,0.0833,0.0208,0.0103,0.0121,0.0,0.0,not specified,block of flats,0.0093,"Stone, brick",No,0.0,0.0,0.0,0.0,-1424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
183670,0,Revolving loans,F,N,Y,0,90000.0,180000.0,9000.0,180000.0,Children,Working,Secondary / secondary special,Single / not married,House / apartment,0.014464,-17354,-820,-447.0,-454,,1,1,0,1,0,0,,1.0,2,2,MONDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.6009450609404701,0.2595722147093896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-274.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
185336,0,Revolving loans,F,Y,Y,2,103500.0,405000.0,20250.0,405000.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.016612,-12975,-1857,-2262.0,-4158,1.0,1,1,0,1,1,0,Accountants,4.0,2,2,THURSDAY,17,0,0,0,0,0,0,Construction,0.5203379376172751,0.5840588623812155,0.5154953751603267,0.1103,0.0632,0.9861,0.8096,0.0253,0.12,0.1034,0.3333,0.0417,0.0887,0.0891,0.1051,0.0039,0.0052,0.1124,0.0656,0.9861,0.8171,0.0255,0.1208,0.1034,0.3333,0.0417,0.0907,0.0973,0.1095,0.0039,0.0055,0.1114,0.0632,0.9861,0.8121,0.0254,0.12,0.1034,0.3333,0.0417,0.0903,0.0906,0.107,0.0039,0.0053,reg oper account,block of flats,0.0976,Panel,No,1.0,1.0,1.0,1.0,-419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187075,0,Revolving loans,F,N,N,1,76500.0,225000.0,11250.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-14134,-465,-3998.0,-2311,,1,1,0,1,0,0,Sales staff,3.0,2,2,SUNDAY,13,0,0,0,0,0,0,Self-employed,,0.5954755759604373,0.7338145369642702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
187562,0,Revolving loans,F,N,Y,0,112500.0,315000.0,15750.0,315000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008625,-18943,-3723,-9765.0,-2457,,1,1,1,1,1,0,Managers,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.5688706070673656,0.6006575372857061,,,0.9866,,,,,,,,,0.2278,,,,,0.9866,,,,,,,,,0.2373,,,,,0.9866,,,,,,,,,0.2319,,,,,0.1791,,No,0.0,0.0,0.0,0.0,-1673.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187600,0,Revolving loans,F,N,Y,0,202500.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-21560,365243,-986.0,-995,,1,0,0,1,0,0,,2.0,3,2,THURSDAY,6,0,0,0,0,0,0,XNA,0.7507186269869988,0.4972192623469297,0.646329897706246,0.2557,0.1462,0.998,0.9728,0.0756,0.2,0.1724,0.375,0.0417,0.9374,0.2085,0.2283,0.0,0.0,0.2605,0.1517,0.998,0.9739,0.0763,0.2014,0.1724,0.375,0.0417,0.9587,0.2277,0.2378,0.0,0.0,0.2581,0.1462,0.998,0.9732,0.0761,0.2,0.1724,0.375,0.0417,0.9537,0.2121,0.2324,0.0,0.0,reg oper account,block of flats,0.1795,Panel,No,2.0,0.0,2.0,0.0,-2666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
189011,0,Revolving loans,F,N,N,0,202500.0,540000.0,27000.0,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.00496,-23280,365243,-4903.0,-2889,,1,0,0,1,0,0,,1.0,2,2,SUNDAY,13,0,0,0,0,0,0,XNA,,0.607921518906603,0.7352209993926424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
189106,0,Revolving loans,F,N,N,0,144000.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Higher education,Married,Office apartment,0.003813,-11701,-2126,-891.0,-2187,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,7,0,0,0,1,0,1,School,,0.0819846239333608,0.7194907850918436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
189395,0,Revolving loans,F,Y,Y,2,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-13106,-861,-951.0,-3060,65.0,1,1,0,1,0,1,Sales staff,4.0,1,1,THURSDAY,19,0,0,0,0,0,0,Business Entity Type 3,0.7131889894520814,0.7496555618971955,,0.0758,0.0027,0.9757,0.6668,0.0241,0.04,0.0345,0.3333,0.375,0.0,0.0605,0.0517,0.0058,0.0065,0.0756,0.0027,0.9757,0.6798,0.0157,0.0403,0.0345,0.3333,0.375,0.0,0.0661,0.0536,0.0,0.0034,0.0765,0.0027,0.9757,0.6713,0.0243,0.04,0.0345,0.3333,0.375,0.0,0.0616,0.0526,0.0058,0.0067,reg oper spec account,block of flats,0.0415,Block,No,0.0,0.0,0.0,0.0,-940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
190627,0,Revolving loans,M,Y,Y,0,180000.0,450000.0,22500.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0228,-20867,-3859,-7543.0,-4377,3.0,1,1,0,1,1,0,Managers,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Medicine,0.8105013617767278,0.6526063494005099,0.2750003523983893,0.122,0.1023,0.9891,0.8504,0.0928,0.12,0.1034,0.3333,0.375,0.0276,0.0972,0.1236,0.0103,0.0751,0.0704,0.0348,0.9891,0.8563,0.0353,0.0403,0.0345,0.3333,0.375,0.0223,0.0606,0.0619,0.0039,0.0397,0.1124,0.1063,0.9891,0.8524,0.091,0.12,0.1034,0.3333,0.375,0.0309,0.0915,0.124,0.0039,0.0732,reg oper account,block of flats,0.1705,"Stone, brick",No,3.0,0.0,3.0,0.0,-744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,6.0
191779,0,Revolving loans,M,N,Y,2,180000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.007114,-17792,-1140,-1305.0,-1268,,1,1,0,1,0,0,Laborers,4.0,2,2,FRIDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.438188416723047,0.5136937663039473,0.1237,0.0864,,0.7552,,,0.069,0.1667,0.2083,0.0373,,0.0638,,0.0502,0.1261,0.0896,,0.7648,,,0.069,0.1667,0.2083,0.0382,,0.0664,,0.0532,0.1249,0.0864,,0.7585,,,0.069,0.1667,0.2083,0.038,,0.0649,,0.0513,,block of flats,0.0611,"Stone, brick",No,2.0,1.0,2.0,1.0,-843.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
191999,0,Revolving loans,F,N,Y,0,90000.0,225000.0,11250.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.022625,-17066,-1985,-6536.0,-609,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,TUESDAY,11,0,0,0,0,1,1,Business Entity Type 2,,0.5289549313983813,,0.0082,,0.0,,,0.0,0.0345,0.0,,,,0.0028,,,0.0084,,0.0005,,,0.0,0.0345,0.0,,,,0.0029,,,0.0083,,0.0,,,0.0,0.0345,0.0,,,,0.0028,,,,block of flats,0.0025,Block,No,0.0,0.0,0.0,0.0,-562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
193018,0,Revolving loans,F,Y,Y,0,157500.0,405000.0,20250.0,405000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.020713,-19289,-508,-1999.0,-70,5.0,1,1,0,1,0,0,Managers,2.0,3,2,TUESDAY,9,0,0,0,0,0,0,School,,0.5204639696629946,,0.3732,0.3051,0.9965,0.9524,0.2682,0.32,0.2414,0.625,0.0417,0.1648,0.2858,0.4468,0.0849,0.2444,0.3803,0.3166,0.9965,0.9543,0.2706,0.3222,0.2414,0.625,0.0417,0.1686,0.3122,0.4655,0.0856,0.2587,0.3768,0.3051,0.9965,0.953,0.2699,0.32,0.2414,0.625,0.0417,0.1677,0.2907,0.4548,0.0854,0.2495,reg oper account,block of flats,0.5512,"Stone, brick",No,0.0,0.0,0.0,0.0,-393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
194418,0,Revolving loans,F,N,Y,1,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13465,-1560,-6658.0,-4111,,1,1,0,1,0,0,Cleaning staff,3.0,3,3,FRIDAY,11,0,0,0,1,1,0,Business Entity Type 3,0.3585355792289473,0.2999729053894179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-958.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
194515,0,Revolving loans,M,N,N,0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.031329,-9422,-1603,-2806.0,-2033,,1,1,1,1,0,0,Sales staff,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.2442955334686316,0.6333638745672351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
196148,0,Revolving loans,F,N,N,0,135000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Single / not married,Municipal apartment,0.00733,-12514,-4026,-6506.0,-4427,,1,1,0,1,0,0,Managers,1.0,2,2,MONDAY,11,0,0,0,0,1,1,Other,0.8028402086330709,0.6715365950254448,0.2314393514998941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
196376,0,Revolving loans,F,N,Y,0,157500.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-16029,-1512,-4203.0,-1430,,1,1,0,1,0,0,Sales staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,Self-employed,0.4563695360981503,0.4612973022317383,0.6279908192952864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
196425,0,Revolving loans,F,N,Y,0,247500.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-18357,-1677,-12286.0,-1895,,1,1,1,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,,0.7924123368408239,0.7121551551910698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-2069.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
196595,0,Revolving loans,F,N,Y,1,121500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,Co-op apartment,0.0072739999999999,-9492,-1135,-4275.0,-2140,,1,1,1,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,19,0,0,0,0,0,0,Self-employed,0.3453973499235937,0.6544779612378344,0.3622772470384314,0.1216,0.0,0.9732,0.6328,0.0062,0.0,0.1034,0.125,0.1667,0.0,0.0992,0.0335,0.0,0.0237,0.1239,0.0,0.9732,0.6472,0.0062,0.0,0.1034,0.125,0.1667,0.0,0.1084,0.0349,0.0,0.0251,0.1228,0.0,0.9732,0.6377,0.0062,0.0,0.1034,0.125,0.1667,0.0,0.1009,0.0341,0.0,0.0242,reg oper account,specific housing,0.0471,"Stone, brick",No,0.0,0.0,0.0,0.0,-507.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
197165,0,Revolving loans,F,N,Y,0,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,-8155,-827,-5855.0,-837,,1,1,0,1,0,0,,1.0,2,2,MONDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.1258183029836152,0.53559665265374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
198276,0,Revolving loans,M,Y,Y,0,112500.0,270000.0,13500.0,270000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00712,-20513,-244,-1026.0,-4045,12.0,1,1,1,1,0,0,Drivers,2.0,2,2,MONDAY,14,0,1,1,0,1,1,Construction,0.6758741963907491,0.5688277011574078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
199025,0,Revolving loans,F,Y,N,0,67500.0,540000.0,27000.0,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.032561,-20927,365243,-12152.0,-4485,12.0,1,0,0,1,0,0,,2.0,1,1,MONDAY,18,0,0,0,0,0,0,XNA,,0.7394375909256328,,0.0814,0.09,0.9712,0.6056,0.0113,0.0,0.2414,0.125,0.1667,0.0,0.0656,0.0762,0.0039,0.055,0.083,0.0934,0.9712,0.621,0.0114,0.0,0.2414,0.125,0.1667,0.0,0.0716,0.0794,0.0039,0.0583,0.0822,0.09,0.9712,0.6109,0.0113,0.0,0.2414,0.125,0.1667,0.0,0.0667,0.0775,0.0039,0.0562,reg oper account,block of flats,0.078,"Stone, brick",Yes,0.0,0.0,0.0,0.0,-756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
200600,0,Revolving loans,F,N,Y,0,81000.0,405000.0,20250.0,405000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.005002,-20770,365243,-9275.0,-4224,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,XNA,,0.6397886754991788,0.8083935912119442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147,,No,1.0,0.0,1.0,0.0,-993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
201416,0,Revolving loans,M,Y,Y,1,225000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-15831,-4167,-2708.0,-4451,13.0,1,1,0,1,0,0,Drivers,3.0,3,2,THURSDAY,10,0,0,0,0,0,0,Emergency,0.4491771716289061,0.2660668889562209,,0.0082,0.0,0.9717,,,0.0,0.0345,0.0417,,,,0.0092,,,0.0084,0.0,0.9717,,,0.0,0.0345,0.0417,,,,0.0096,,,0.0083,0.0,0.9717,,,0.0,0.0345,0.0417,,,,0.0094,,,,block of flats,0.008,Wooden,No,0.0,0.0,0.0,0.0,-340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
202665,0,Revolving loans,M,Y,Y,1,225000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009549,-12154,-1184,-5426.0,-4762,8.0,1,1,0,0,0,1,Managers,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.5875289967415067,0.5322445569923372,,0.0619,0.0733,0.9851,,,0.0,0.1379,0.1667,,0.0426,,0.0607,,,0.063,0.0761,0.9851,,,0.0,0.1379,0.1667,,0.0436,,0.0633,,,0.0625,0.0733,0.9851,,,0.0,0.1379,0.1667,,0.0433,,0.0618,,,,block of flats,0.0478,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
203482,0,Revolving loans,F,N,Y,2,166500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-11476,-594,-4097.0,-478,,1,1,1,1,1,0,Core staff,4.0,2,2,SUNDAY,13,0,0,0,0,0,0,Bank,0.4001334566720803,0.2663103612437609,0.2910973802776635,0.066,0.0011,0.9757,0.6668,0.0081,0.0,0.1379,0.125,0.1667,0.0111,0.0538,0.0507,0.0,0.0,0.0672,0.0011,0.9757,0.6798,0.0082,0.0,0.1379,0.125,0.1667,0.0114,0.0588,0.0528,0.0,0.0,0.0666,0.0011,0.9757,0.6713,0.0082,0.0,0.1379,0.125,0.1667,0.0113,0.0547,0.0516,0.0,0.0,reg oper account,block of flats,0.0443,"Stone, brick",No,0.0,0.0,0.0,0.0,-394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
203813,0,Revolving loans,M,N,Y,1,112500.0,270000.0,13500.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.016612,-15262,-674,-838.0,-2909,,1,1,0,1,0,0,Low-skill Laborers,3.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.5125522879828789,0.6447525994940391,0.7407990879702335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
205001,0,Revolving loans,F,Y,Y,1,90000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-13199,-2445,-6618.0,-3974,2.0,1,1,1,1,0,0,Laborers,3.0,2,2,MONDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.5535138512211221,0.7910749129911773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-349.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
205025,0,Revolving loans,F,N,N,0,112500.0,337500.0,16875.0,337500.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.030755,-15947,-3105,-2824.0,-4141,,1,1,0,1,0,0,Cooking staff,2.0,2,2,MONDAY,17,0,0,0,0,0,0,School,0.7523658921358652,0.6389516807656321,0.7281412993111438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-53.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0
205072,0,Revolving loans,F,N,Y,0,58500.0,135000.0,6750.0,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,-22986,365243,-13264.0,-4107,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,XNA,,0.6620874768781869,0.7194907850918436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
