SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
155754,0,Cash loans,F,N,Y,0,108000.0,167076.0,13059.0,135000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-17948,-459,-1283.0,-1500,,1,1,0,1,0,0,Laborers,2.0,2,2,SUNDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.5099371218795675,0.2899552964969806,0.6313545365850379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-590.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,0.0
155796,0,Cash loans,F,N,Y,0,216000.0,848745.0,36090.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0116569999999999,-19326,-194,-6315.0,-2882,,1,1,0,1,0,0,Cleaning staff,2.0,1,1,SATURDAY,15,0,0,0,0,0,0,Government,,0.7703542581524253,0.4489622731076524,0.0619,0.0823,0.9871,0.8232,0.0443,0.0,0.1379,0.1667,0.2083,0.0437,0.0504,0.0658,0.0,0.0,0.063,0.0854,0.9871,0.8301,0.0447,0.0,0.1379,0.1667,0.2083,0.0447,0.0551,0.0685,0.0,0.0,0.0625,0.0823,0.9871,0.8256,0.0446,0.0,0.1379,0.1667,0.2083,0.0444,0.0513,0.0669,0.0,0.0,reg oper account,block of flats,0.0759,Monolithic,No,0.0,0.0,0.0,0.0,-2054.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
155976,0,Cash loans,F,N,Y,0,292500.0,495000.0,21933.0,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-20231,365243,-465.0,-3668,,1,0,0,1,0,1,,2.0,3,3,FRIDAY,7,0,0,0,0,0,0,XNA,0.8695151652761454,0.2309702569252431,0.6610235391308081,0.1381,0.2091,0.998,,,0.0,0.2414,0.1667,,0.1456,,0.1518,,0.0,0.1408,0.217,0.998,,,0.0,0.2414,0.1667,,0.1489,,0.1581,,0.0,0.1395,0.2091,0.998,,,0.0,0.2414,0.1667,,0.1481,,0.1545,,0.0,,block of flats,0.1979,"Stone, brick",No,0.0,0.0,0.0,0.0,-596.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
156098,0,Cash loans,M,Y,N,1,90000.0,315000.0,13342.5,315000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11255,-887,-4641.0,-3608,9.0,1,1,0,1,0,0,Drivers,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Self-employed,,0.2982857906504956,0.5954562029091491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
156110,0,Cash loans,F,N,Y,0,67500.0,105534.0,10566.0,99000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-23553,365243,-1844.0,-137,,1,0,0,1,0,0,,2.0,2,2,SUNDAY,9,0,0,0,0,0,0,XNA,,0.6429524407712685,0.8193176922872417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,5.0,3.0,-751.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
156235,0,Cash loans,F,N,N,0,157500.0,454500.0,16452.0,454500.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.031329,-14446,-7762,-327.0,-4264,,1,1,0,1,0,0,Core staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Agriculture,,0.3811716599573153,0.4436153084085652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-350.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
156418,0,Cash loans,M,Y,Y,0,180000.0,640080.0,29970.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14142,-795,-7970.0,-4884,21.0,1,1,0,1,0,0,Security staff,2.0,2,2,TUESDAY,11,0,0,0,1,1,0,Business Entity Type 3,,0.5687257954813155,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,0.0,-1018.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
156423,0,Cash loans,M,N,Y,2,135000.0,135000.0,16150.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-10673,-1505,-677.0,-3277,,1,1,1,1,0,0,Laborers,4.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.5546646723743364,0.6706517530862718,0.1024,0.0793,0.996,0.9456,0.0214,0.0864,0.0745,0.375,0.4167,0.3591,0.0826,0.1181,0.0997,0.016,0.0483,0.0434,0.9965,0.9543,0.0114,0.0403,0.0345,0.375,0.4167,0.3673,0.0413,0.0605,0.0039,0.0,0.0906,0.0664,0.9965,0.953,0.0206,0.08,0.069,0.375,0.4167,0.3654,0.0735,0.1043,0.0058,0.0186,reg oper account,block of flats,0.2385,Panel,No,0.0,0.0,0.0,0.0,-64.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
156480,0,Cash loans,F,N,Y,0,202500.0,1260000.0,39564.0,1260000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-16881,-1630,-5738.0,-410,,1,1,0,1,1,0,Laborers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.7265227013337147,0.7352209993926424,0.2041,,0.9925,,,0.24,0.2069,0.3333,,,,0.2477,,0.0078,0.208,,0.9926,,,0.2417,0.2069,0.3333,,,,0.2581,,0.0082,0.2061,,0.9925,,,0.24,0.2069,0.3333,,,,0.2522,,0.008,,block of flats,0.1965,Panel,No,4.0,0.0,4.0,0.0,-1609.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
156485,0,Cash loans,F,Y,Y,0,72000.0,242595.0,12514.5,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007305,-18233,-404,-10009.0,-1788,13.0,1,1,1,1,0,0,Sales staff,2.0,3,3,MONDAY,12,0,0,0,0,0,0,Self-employed,,0.3996808442485617,0.6690566947824041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-214.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
156576,0,Cash loans,M,Y,Y,0,157500.0,904500.0,48190.5,904500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-16700,-3066,-3440.0,-236,16.0,1,1,0,1,0,0,Drivers,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Cleaning,0.6037060423522407,0.7208294188039238,0.5814837058057234,0.1345,0.0966,0.9955,0.9388,0.0,0.1368,0.1179,0.3687,0.0417,0.0091,0.1206,0.1248,0.0019,0.0041,0.125,0.0814,0.995,0.9347,0.0,0.1208,0.1034,0.375,0.0417,0.0,0.1093,0.0691,0.0,0.0,0.1239,0.0785,0.9955,0.9396,0.0,0.12,0.1034,0.375,0.0417,0.0095,0.1018,0.1301,0.0,0.0,reg oper account,block of flats,0.1672,Panel,No,0.0,0.0,0.0,0.0,-1020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
156584,0,Cash loans,F,Y,N,1,225000.0,1354500.0,70263.0,1354500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.0116569999999999,-14424,-6323,-5129.0,-4023,10.0,1,1,0,1,0,0,Sales staff,3.0,1,1,WEDNESDAY,10,1,1,0,1,1,0,Business Entity Type 3,,0.7401363771905645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-479.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
156781,0,Cash loans,F,Y,Y,0,180000.0,1035832.5,33543.0,904500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.019101,-15993,-1067,-3682.0,-4755,6.0,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Kindergarten,0.8231606234773534,0.5566677482123471,0.5638350489514956,0.0448,0.1979,0.9886,0.8436,0.0756,0.02,0.2241,0.2083,0.0417,0.3047,0.0366,0.0325,0.0,0.1148,0.0252,0.2054,0.9886,0.8497,0.013,0.0,0.2069,0.1667,0.0417,0.2922,0.022,0.0173,0.0,0.0422,0.0453,0.1979,0.9886,0.8457,0.076,0.02,0.2241,0.2083,0.0417,0.31,0.0372,0.0331,0.0,0.1172,reg oper account,block of flats,0.0194,"Stone, brick",No,0.0,0.0,0.0,0.0,-169.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
156959,0,Cash loans,M,N,Y,0,108000.0,592560.0,32274.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.002134,-9332,-1461,-2535.0,-1528,,1,1,0,1,0,0,,1.0,3,3,SATURDAY,10,0,0,0,1,1,1,Government,,0.2957289435019504,0.5971924268337128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-390.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
157020,0,Cash loans,F,N,Y,1,180000.0,1293502.5,35568.0,1129500.0,Family,Working,Higher education,Married,House / apartment,0.006852,-13729,-1947,-3327.0,-1353,,1,1,0,1,0,0,Managers,3.0,3,3,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.3278890318004643,0.3012326071288576,0.1276987943727713,0.1165,0.066,0.9886,0.8436,0.024,0.0,0.1724,0.1667,0.1667,0.092,0.095,0.103,0.0,0.0101,0.1187,0.0685,0.9886,0.8497,0.0243,0.0,0.1724,0.1667,0.1667,0.0941,0.1038,0.1073,0.0,0.0106,0.1176,0.066,0.9886,0.8457,0.0242,0.0,0.1724,0.1667,0.1667,0.0936,0.0966,0.1049,0.0,0.0103,reg oper account,block of flats,0.0964,"Stone, brick",No,3.0,0.0,3.0,0.0,-1064.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
157352,0,Cash loans,F,N,Y,2,157500.0,314100.0,13437.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00963,-17176,-2584,-6119.0,-715,,1,1,0,1,0,0,,4.0,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 1,,0.0997345597603164,0.4686596550493113,0.1644,0.1611,0.999,0.9864,0.0557,0.1332,0.0917,0.5067,0.5138,0.1089,0.1975,0.1667,0.0167,0.0242,0.0819,0.0315,0.999,0.9869,0.0,0.0806,0.0345,0.5417,0.4167,0.0979,0.0937,0.0868,0.0,0.0,0.0963,0.2,0.999,0.9866,0.0405,0.08,0.0345,0.5417,0.4167,0.1129,0.1924,0.0936,0.0,0.012,reg oper account,block of flats,0.2183,"Stone, brick",No,0.0,0.0,0.0,0.0,-1800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
157390,0,Cash loans,F,Y,Y,0,112500.0,900000.0,38133.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-14265,-875,-8319.0,-4508,12.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.6591720547008175,0.7399428594771512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-530.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
157516,0,Cash loans,F,N,Y,1,225000.0,715095.0,52465.5,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.028663,-14740,-2283,-231.0,-2282,,1,1,0,1,0,1,Managers,3.0,2,2,MONDAY,9,0,0,0,1,0,1,Self-employed,0.5308488402789008,0.5060206445748665,0.3062022983135042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-504.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
157519,0,Cash loans,F,N,Y,0,67500.0,254700.0,14751.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-14869,-448,-7245.0,-4619,,1,1,1,1,0,0,Sales staff,2.0,2,2,MONDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.0202117401959086,0.6178261467332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-2060.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
157568,0,Cash loans,M,Y,Y,1,135000.0,1188000.0,34735.5,1188000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.015221,-13180,-888,-3358.0,-4670,23.0,1,1,0,1,0,0,Drivers,3.0,2,2,SATURDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.3650032998896941,0.5667133188779704,0.501075160239048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1557.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
157614,1,Cash loans,F,N,Y,2,54000.0,144486.0,8860.5,103500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-13248,-148,-1236.0,-1343,,1,1,0,1,0,0,Laborers,4.0,2,2,TUESDAY,12,0,0,0,0,1,1,Business Entity Type 2,0.5444583326947678,0.2082383723239486,,0.0309,0.0545,0.9796,,,0.16,0.1034,0.0833,,0.0268,,0.0328,,0.0122,0.0315,0.0566,0.9796,,,0.1611,0.1034,0.0833,,0.0274,,0.0342,,0.0129,0.0312,0.0545,0.9796,,,0.16,0.1034,0.0833,,0.0273,,0.0334,,0.0125,,block of flats,0.0258,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
157628,1,Cash loans,F,N,Y,0,112500.0,403330.5,19746.0,333000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-22284,365243,-4862.0,-3857,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.1923160541736026,0.4206109640437848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-324.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
157659,1,Cash loans,M,Y,N,0,270000.0,1035000.0,30393.0,1035000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.025164,-16154,-1362,-1343.0,-4009,2.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,9,0,1,1,1,1,1,Business Entity Type 3,,0.3417818125713444,0.0828147042440649,0.0619,0.0745,0.9806,0.7348,0.008,0.0,0.1379,0.1667,0.0417,0.0268,0.0496,0.0527,0.0039,0.0044,0.063,0.0773,0.9806,0.7452,0.0081,0.0,0.1379,0.1667,0.0417,0.0274,0.0542,0.0549,0.0039,0.0047,0.0625,0.0745,0.9806,0.7383,0.0081,0.0,0.1379,0.1667,0.0417,0.0273,0.0504,0.0536,0.0039,0.0045,reg oper account,block of flats,0.0485,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0
157898,0,Cash loans,M,Y,Y,0,135000.0,348264.0,34573.5,315000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-23629,365243,-3123.0,-4493,13.0,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,XNA,0.6255102992855579,0.6191980520254944,0.816092360478441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
157962,0,Cash loans,F,N,N,0,112500.0,342000.0,18684.0,342000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.006629,-9033,-250,-9033.0,-1715,,1,1,0,1,0,0,Waiters/barmen staff,1.0,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.2887850954809265,0.4066948717310926,0.622922000268356,0.0124,0.0,0.9821,0.7552,0.0239,0.0,0.1034,0.0417,0.0833,0.038,0.0101,0.0147,0.0,0.0069999999999999,0.0126,0.0,0.9821,0.7648,0.024,0.0,0.1034,0.0417,0.0833,0.037,0.011,0.0152,0.0,0.0074,0.0125,0.0,0.9821,0.7585,0.0241,0.0,0.1034,0.0417,0.0833,0.0386,0.0103,0.0149,0.0,0.0072,not specified,block of flats,0.013,Wooden,Yes,2.0,1.0,2.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
158038,0,Cash loans,F,N,Y,2,135000.0,497520.0,52920.0,450000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.006852,-11839,-1863,-1382.0,-4161,,1,1,0,1,1,0,Accountants,4.0,3,3,THURSDAY,7,0,0,0,0,0,0,Self-employed,0.2256546559403525,0.5267640658989571,0.2327247762679433,0.0928,0.1494,0.994,0.9184,0.0767,0.0,0.2759,0.2083,0.2083,0.0309,0.0698,0.1621,0.027,0.0481,0.0945,0.155,0.994,0.9216,0.0774,0.0,0.2759,0.2083,0.2083,0.0316,0.0762,0.1689,0.0272,0.0509,0.0937,0.1494,0.994,0.9195,0.0772,0.0,0.2759,0.2083,0.2083,0.0315,0.071,0.165,0.0272,0.0491,reg oper account,block of flats,0.1799,"Stone, brick",No,0.0,0.0,0.0,0.0,-1488.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
158103,0,Cash loans,M,N,N,0,270000.0,450000.0,21888.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19982,-953,-1808.0,-1813,,1,1,1,1,0,0,Laborers,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.3651733659373613,0.5121687896754308,0.228883416700673,0.2706,0.056,0.9806,0.7348,0.0474,0.04,0.1379,0.25,0.2917,0.0499,0.2202,0.1397,0.0019,0.0021,0.1261,0.0104,0.9777,0.706,0.0118,0.0,0.069,0.1667,0.2083,0.0298,0.1102,0.1086,0.0,0.0,0.2732,0.056,0.9806,0.7383,0.0478,0.04,0.1379,0.25,0.2917,0.0508,0.224,0.1422,0.0019,0.0022,reg oper account,block of flats,0.1275,Panel,No,5.0,1.0,5.0,0.0,-321.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
158244,1,Cash loans,M,N,N,1,135000.0,298512.0,23715.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018209,-10140,-1614,-3443.0,-2827,,1,1,0,1,1,0,Laborers,2.0,3,3,MONDAY,15,0,0,0,1,1,0,Electricity,0.3554655347107982,0.4904305180397224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-977.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
158276,0,Cash loans,F,N,Y,0,202500.0,198085.5,19426.5,171000.0,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.010147,-23602,365243,-9234.0,-4482,,1,0,0,1,1,0,,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.6229651202897474,0.4632753280912678,0.0722,0.0706,0.9871,0.8232,0.0,0.0,0.0345,0.1667,0.2083,0.0692,0.0588,0.0486,0.0,0.0,0.0735,0.0733,0.9871,0.8301,0.0,0.0,0.0345,0.1667,0.2083,0.0708,0.0643,0.0506,0.0,0.0,0.0729,0.0706,0.9871,0.8256,0.0,0.0,0.0345,0.1667,0.2083,0.0704,0.0599,0.0495,0.0,0.0,,block of flats,0.0382,"Stone, brick",No,0.0,0.0,0.0,0.0,-1409.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
158341,0,Cash loans,F,N,N,0,67500.0,225000.0,11619.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0072739999999999,-15377,-3289,-7659.0,-4591,,1,1,0,1,1,0,Cooking staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,School,,0.3435599581616092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-869.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
158414,0,Cash loans,M,N,Y,0,157500.0,777024.0,43519.5,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008625,-18544,-10609,-9613.0,-2086,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Electricity,0.4251119732055016,0.6790929275653621,0.7503751495159068,0.2969,0.2099,0.9871,0.8232,0.2082,0.32,0.2759,0.3333,0.375,0.0561,0.2421,0.3276,0.0,0.0,0.3025,0.2178,0.9871,0.8301,0.2101,0.3222,0.2759,0.3333,0.375,0.0574,0.2645,0.3414,0.0,0.0,0.2998,0.2099,0.9871,0.8256,0.2095,0.32,0.2759,0.3333,0.375,0.0571,0.2463,0.3335,0.0,0.0,reg oper account,block of flats,0.3538,Panel,No,0.0,0.0,0.0,0.0,-345.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
158473,0,Cash loans,M,N,Y,0,270000.0,1057266.0,44923.5,945000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.005084,-11909,-2335,-2278.0,-4053,,1,1,1,1,0,0,Core staff,2.0,2,2,FRIDAY,12,0,0,0,1,1,1,Police,0.216702263012484,0.6556490002654896,0.0995036835288706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,9.0,4.0,-2320.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
